Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species
DQ164204,West Nile virus,USA, CO,,,red tailed hawk,2003,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",bird
W767,,,CA,Sacramento,,red tailed hawk,42271,,bird
KJ501238,,,,,,ring billed gull,2008,,bird
KJ501349,,,,,,ring billed gull,2003,,bird
EU249803,West Nile virus,,,,,rousettus leschenaultii,1968,"    Genomic characterization of a highly virulent West Nile virus
            lineage 1 strain isolated in India
  ",other_species
AF404755,West Nile virus,USA,NY,,,ruffed grouse,2000,"    Complete genome sequences and phylogenetic analysis of West Nile
            virus strains isolated from the United States, Europe, and the
            Middle East
  ",bird
KJ501460,West Nile virus,USA,,,brain,sciurus carolinensis,2003,"    Direct Submission
  ",other_species
KX547311,West Nile virus,USA,NY,Albany county,,sciurus carolinensis,37889,"    Direct Submission
  ",other_species
KX547469,West Nile virus,USA,NY, Schenectady county,,sciurus carolinensis,37518,"    Direct Submission
  ",other_species
KX547474,West Nile virus,USA,NY,Albany county,,sciurus carolinensis,37540,"    Direct Submission
  ",other_species
KX547609,West Nile virus,USA,NY,Albany county,,sciurus carolinensis,37889,"    Direct Submission
  ",other_species
W011,,,CA,SanDiego,,sharp shinned hawk,39790,,bird
W030,,,CA,SanDiego,,sharp shinned hawk,39624,,bird
W043,,,CA,SanDiego,,sharp shinned hawk,39790,,bird
W044,,,CA,SanDiego,,sharp shinned hawk,39783,,bird
W048,,,CA,SanDiego,,sharp shinned hawk,39804,,bird
W527,,,CA,SanDiego,,sharp shinned hawk,39790,,bird
W529,,,CA,SanDiego,,sharp shinned hawk,39804,,bird
W582,,,CA,SanDiego,,sharp shinned hawk,42349,,bird
KJ501357,,,,,,short eared owl,2003,,bird
AF481864,West Nile virus,,,,,sick stork,,"    Introduction of West Nile virus in the Middle East by migrating
            white storks
  ",bird
W259,,,CA,Kern,,sparrow,38530,,bird
W306,,,CA,Kern,,sparrow,39980,,bird
MH170231,West Nile virus,USA, CO, Fort Collins (80525),bird,spinus tristis,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
MH170254,West Nile virus,USA, CO, Ft. Collins (80526),bird,spinus tristis,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
KJ501524,,,,,,spotted sandpiper,2006,,bird
KJ501330,West Nile virus,USA,ND,,kidney and spleen,sternula,2005,"    Direct Submission
  ",bird
KJ501414,West Nile virus,USA,ND,,kidney and spleen,sternula,2005,"    Direct Submission
  ",bird
KJ501468,West Nile virus,USA,MS,,kidney and spleen,sturnidae,2001,"    Direct Submission
  ",bird
KJ501358,,,,,,swainson's hawk,2003,,bird
KJ501385,,,,,,swainson's hawk,2004,,bird
W0946,,,OR,Klamath,,swainson's hawk,2017,,bird
KJ501410,,,,,,tree swallow,2006,,bird
OP609801,West Nile virus,Italy,,,,turdus merula,44750,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
KJ501313,West Nile virus,USA,DC,,feather pulp,turdus migratorius,2003,"    Direct Submission
  ",bird
KJ501503,West Nile virus,USA,ND,,kidney and spleen,turdus migratorius,2002,"    Direct Submission
  ",bird
KX547453,West Nile virus,USA,NY, Suffolk county,,turdus migratorius,39658,"    Direct Submission
  ",bird
KX547554,West Nile virus,USA,NY, Bronx county,,turdus migratorius,37511,"    Direct Submission
  ",bird
KX547587,West Nile virus,USA,NY, Suffolk county,,turdus migratorius,38932,"    Direct Submission
  ",bird
KX547588,West Nile virus,USA, NY, Kings county,,turdus migratorius,38226,"    Direct Submission
  ",bird
MH170226,West Nile virus,USA, CO, Fort Collins (80526),bird,turdus migratorius,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
MH170238,West Nile virus,USA, CO, Fort Collins,bird,turdus migratorius,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
W780,,,CA,Sacramento,,western bluebird,42950,,bird
W034,,,CA,SanDiego,,western scrub jay,39667,,bird
W096,,,CA,SanDiego,,western scrub jay,43024,,bird
W103,,,CA,SanDiego,,western scrub jay,42247,,bird
W117,,,CA,Tulare,,western scrub jay,38516,,bird
W255,,,CA,Kern,,western scrub jay,38222,,bird
W260,,,CA,Kern,,western scrub jay,38533,,bird
W263,,,CA,Kern,,western scrub jay,38548,,bird
W265,,,CA,Kern,,western scrub jay,38561,,bird
W267,,,CA,Kern,,western scrub jay,38573,,bird
W268,,,CA,Kern,,western scrub jay,38579,,bird
W270,,,CA,Kern,,western scrub jay,38593,,bird
W271,,,CA,Kern,,western scrub jay,38596,,bird
W555,,,CA,SanDiego,,western scrub jay,42194,,bird
W557,,,CA,SanDiego,,western scrub jay,42213,,bird
W784,,,CA,Sacramento,,western scrub jay,38229,,bird
W796,,,CA,Sacramento,,western scrub jay,38561,,bird
W116,,,CA,Butte,,yellow billed magpie,38191,,bird
W119,,,CA,Solano,,yellow billed magpie,38567,,bird
W120,,,CA,Stanislaus,,yellow billed magpie,38568,,bird
W123,,,CA,Stanislaus,,yellow billed magpie,38973,,bird
W151,,,CA,Merced,,yellow billed magpie,41129,,bird
W172,,,CA,Butte,,yellow billed magpie,42977,,bird
W174,,,CA,Butte,,yellow billed magpie,42978,,bird
W729,,,CA,Sacramento,,yellow billed magpie,40368,,bird
W744,,,CA,Sacramento,,yellow billed magpie,41075,,bird
W751,,,CA,Sacramento,,yellow billed magpie,41479,,bird
W760,,,CA,Sacramento,,yellow billed magpie,41893,,bird
W764,,,CA,Yolo,,yellow billed magpie,42211,,bird
W773,,,CA,Sacramento,,yellow billed magpie,42551,,bird
W778,,,CA,Sacramento,,yellow billed magpie,42915,,bird
W779,,,CA,Sacramento,,yellow billed magpie,42921,,bird
W785,,,CA,Sacramento,,yellow billed magpie,38211,,bird
W788,,,CA,Sacramento,,yellow billed magpie,38539,,bird
W795,,,CA,Sacramento,,yellow billed magpie,38558,,bird
W797,,,CA,Sacramento,,yellow billed magpie,38973,,bird
W799,,,CA,Sacramento,,yellow billed magpie,38889,,bird
W803,,,CA,Sacramento,,yellow billed magpie,39276,,bird
W807,,,CA,Sacramento,,yellow billed magpie,39287,,bird
W816,,,CA,Yolo,,yellow billed magpie,39693,,bird
KJ501508,West Nile virus,USA,TX,,feather pulp,zenaida macroura,2003,"    Direct Submission
  ",bird
AJ965628,West Nile virus strain PT5.2,,,,,,,"    West Nile virus in Southern Portugal, 2004
  ",
AM404308,West Nile virus strain PTRoxo,Portugal,,,,,,"    Two distinct introductions of the West Nile virus in Portugal
            disclosed by phylogenetic analysis of genomic sequences
  ",
AY277252,West Nile virus,Russia," Volgograd, low Volga",,human brain in 1999,,,"    Analysis of a new variants of West Nile virus
  ",
AY278441,West Nile virus,Russia," Astrakhan, Volga delta",,human blood in 1999,,,"    Analysis of a new variants of West Nile virus
  ",
AY278442,West Nile virus,Russia," Volgograd, low Volga",,human blood in 2000,,,"    Analysis of a new variants of West Nile virus
  ",
AY490240,West Nile virus,China,,,,,,"    Sequence determination and analysis of West Nile Virus Chin strain
  ",
AY603654,West Nile virus,Ethiopia,,,,,,"    Envelope protein glycosylation status influences mouse
            neuroinvasion phenotype of genetic lineage 1 West Nile virus
            strains
  ",
AY660002,West Nile virus,Mexico,,,,,,"    Genome sequence and attenuating mutations in West Nile virus
            isolate from Mexico
  ",
AY848695,West Nile virus strain 385-99,,,,,,,"    Nucleotide and amino acid changes in West Nile virus strains
            exhibiting renal tropism in hamsters
  ",
AY848696,West Nile virus strain 385-99,,,,,,,"    Nucleotide and amino acid changes in West Nile virus strains
            exhibiting renal tropism in hamsters
  ",
AY848697,West Nile virus strain 385-99,,,,,,,"    Nucleotide and amino acid changes in West Nile virus strains
            exhibiting renal tropism in hamsters
  ",
DQ066423,West Nile virus strain 385-99,,,,kidney,,,"    Nucleotide and amino acid changes in West Nile virus strains
            exhibiting renal tropism in hamsters
  ",
EF571854,West Nile virus,USA,,,,,,"    Consensus genomic sequence of West Nile Virus 385-99 after one
            passage in Vero cells
  ",
EU081844,West Nile virus,Egypt,,,,,,"    Nucleotide sequence confirmation and genetic stability of West Nile
            virus strain Egypt 101 after several passages in Vero cells
  ",
EU155484,West Nile virus,USA,,,,,,"    SYBR green-based real-time quantitative PCR assay for detection of
            West Nile Virus circumvents false-negative results due to strain
            variability
  ",
FJ411043,West Nile virus,,,,,,,"    Development and application of West Nile virus subgenomic replicon
            RNA expressing secreted alkaline phosphatase
  ",
FJ483548,West Nile virus,Italy,,,magpie,,2008,"    Direct Submission
  ",
FJ483549,West Nile virus,Italy,,,magpie,,2008,"    Direct Submission
  ",
HM488226,,,CT,,,,2003,,
HM488227,,,CT,,,,2003,,
HM488228,,,CT,,,,2003,,
HM488229,,,CT,,,,2003,,
HM488230,,,CT,,,,2003,,
HQ671697,,,CT,,,,2001,,
HQ671698,,,CT,,,,2002,,
HQ671699,,,CT,,,,2002,,
HQ671700,,,CT,,,,2003,,
HQ671701,,,CT,,,,2003,,
HQ671702,,,CT,,,,2003,,
HQ671703,,,CT,,,,2003,,
HQ671704,,,CT,,,,2003,,
HQ671705,,,CT,,,,2003,,
HQ705659,,,CT,,,,2003,,
JF488086,,,CT,,,,2004,,
JF488087,,,CT,,,,2004,,
JF488088,,,CT,,,,2004,,
JF488089,,,CT,,,,2004,,
JF488090,,,CT,,,,2004,,
JF488091,,,CT,,,,2004,,
JF488092,,,CT,,,,2004,,
JF488093,,,CT,,,,2005,,
JF920306,,,CT,,,,2003,,
JF920307,,,CT,,,,2001,,
JF920728,,,CT,,,,2003,,
JF920729,,,CT,,,,2006,,
JF920730,,,CT,,,,2006,,
JF920731,,,CT,,,,2006,,
JF920732,,,CT,,,,2006,,
JF920733,,,CT,,,,2006,,
JF920734,,,CT,,,,2006,,
JF920735,,,CT,,,,2006,,
JF920736,,,CT,,,,2006,,
JF920737,,,CT,,,,2006,,
JF920738,,,CT,,,,2007,,
JF920739,,,CT,,,,2007,,
JF957161,West Nile virus,USA, ID,,,,2006,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957162,West Nile virus,USA, ID,,,,2006,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957163,West Nile virus,USA, ID,,,,2006,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957164,West Nile virus,USA, ID,,,,2006,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957165,West Nile virus,USA, ID,,,,2006,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957166,West Nile virus,USA, UT,,,,2006,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957167,West Nile virus,USA, ND,,,,2006,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957168,West Nile virus,USA, ID,,,,2007,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957169,West Nile virus,USA, CO,,,,2007,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957170,West Nile virus,USA, CO,,,,2007,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957171,West Nile virus,USA, ID,,,,2007,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957172,West Nile virus,USA, ID,,,,2007,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957173,West Nile virus,USA, AZ,,,,2008,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957174,West Nile virus,USA, NV,,,,2008,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957175,West Nile virus,USA, NV,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957176,West Nile virus,USA, AZ,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957177,West Nile virus,USA, NV,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957178,West Nile virus,USA, NV,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957179,West Nile virus,USA, LA,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957180,West Nile virus,USA, NV,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957181,West Nile virus,USA, SD,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957182,West Nile virus,USA, TX,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
JF957183,West Nile virus,USA, TX,,,,2009,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",
