Name,ecotype_number,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
KX547613,52,West Nile virus,USA,NY,Suffolk county,,culiseta sp.,37860,"    Direct Submission
  ",mosquito,Culiseta
KX547614,25,West Nile virus,USA,NY,Erie county,,culex sp.,38539,"    Direct Submission
  ",mosquito,Culex
KX547615,20,West Nile virus,USA,NY,Suffolk county,,corvus brachyrhynchos,38924,"    Direct Submission
  ",bird,American Crow
KX547616,86,West Nile virus,USA,NY,Kings county,,corvus brachyrhynchos,39345,"    Direct Submission
  ",bird,American Crow
KX547617,86,West Nile virus,USA,NY,Orange county,,culex sp.,37859,"    Direct Submission
  ",mosquito,Culex
KX547618,18,West Nile virus,USA,NY,Ulster county,,corvus brachyrhynchos,37889,"    Direct Submission
  ",bird,American Crow
KX547619,90,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37483,"    Direct Submission
  ",mosquito,Culiseta
KX547620,21,West Nile virus,USA,NY,Jefferson county,,corvus brachyrhynchos,37497,"    Direct Submission
  ",bird,American Crow
KX547621,50,West Nile virus,USA,NY,Nassau county,,cyanocitta cristata,38259,"    Direct Submission
  ",bird,Blue Jay
KY216149,58,West Nile virus,USA,,,,culex pipiens,41080,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216150,58,West Nile virus,USA,,,,culex pipiens,41101,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216151,62,West Nile virus,USA,,,,culex pipiens,41107,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216152,64,West Nile virus,USA,,,,culex pipiens,41107,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216153,50,West Nile virus,USA,,,,culex pipiens,41115,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216155,59,West Nile virus,USA,,,,culex pipiens,41121,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229068,58,West Nile virus,USA,,,,culex pipiens,41122,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229069,62,West Nile virus,USA,,,,culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229070,50,West Nile virus,USA,,,,culex pipiens,41130,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229071,58,West Nile virus,USA,,,,culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229072,59,West Nile virus,USA,,,,culex pipiens,41135,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229073,50,West Nile virus,USA,,,,culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229074,50,West Nile virus,USA,,,,culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
LC817237,105,West Nile virus,Zambia,,,,crocodylus niloticus,2019,"    African lineage 1a West Nile virus isolated from crocodiles
            exhibits low neuroinvasiveness in mice
  ",other_species,
MF797870,105,West Nile virus,Cyprus,,,urine,homo sapiens,42552,"    Complete genome sequence and phylogenetic characterization of the
            first West-nile virus identified in Cyprus
  ",human,
MG004528,59,West Nile virus,USA,AZ,,mosquito pool,culex tarsalis,42164,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004529,83,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,41816,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004530,59,West Nile virus,USA,AZ,,mosquito pool,culex tarsalis,42663,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004531,59,West Nile virus,USA,AZ,,mosquito pool,culex tarsalis,42501,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004532,59,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,42221,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004533,1,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,41793,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004534,59,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,42549,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004536,59,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,42607,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004537,1,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,41879,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004538,59,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,42284,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004539,83,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,41800,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004540,1,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,42136,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004541,59,West Nile virus,USA,AZ,,mosquito pool,culex quinquefasciatus,42851,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MH166882,98,West Nile virus,USA,VA,Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Other Birds
MH166883,23,West Nile virus,USA,VA,Norfolk County,,bird,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Other Birds
MH166884,20,West Nile virus,USA,VA,Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166885,23,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166886,91,West Nile virus,USA,VA,Norfolk County,,mosquito,2001,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166887,91,West Nile virus,USA,VA,Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166888,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166889,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166890,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166891,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166892,82,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166893,50,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166894,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166895,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166896,19,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166897,50,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166898,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166899,91,West Nile virus,USA,VA,Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166900,82,West Nile virus,USA,VA,Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166901,98,West Nile virus,USA,VA,Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Other Birds
MH166902,23,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166903,96,West Nile virus,USA,VA,Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Other Birds
MH166904,98,West Nile virus,USA,VA,Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Other Birds
MH166905,23,West Nile virus,USA,VA,Norfolk County,,bird,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Other Birds
MH166906,82,West Nile virus,USA,VA,Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166907,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166908,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166909,50,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166910,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166911,55,West Nile virus,USA,VA,Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166912,82,West Nile virus,USA,VA,Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166913,82,West Nile virus,USA,VA,Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166914,78,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166915,53,West Nile virus,USA,VA,Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166916,50,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166917,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166918,50,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166919,52,West Nile virus,USA,VA,Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166920,50,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166921,20,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH170226,1,West Nile virus,USA,CO,Fort Collins,bird,turdus migratorius,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Passeriformes
MH170227,46,West Nile virus,USA,CO,Larimer County,mosquito,culex tarsalis,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170228,86,West Nile virus,USA,CO,Larimer County,mosquito,culex pipiens,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170229,18,West Nile virus,USA,CO,Weld County,mosquito,,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",,
MH170230,15,West Nile virus,USA,CO,Weld County,mosquito,,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",,
MH170231,20,West Nile virus,USA,CO,Fort Collins,bird,spinus tristis,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Passeriformes
MH170232,1,West Nile virus,USA,CO,Weld County,mosquito,,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",,
MH170233,25,West Nile virus,USA,CO,LarimerCounty,bird,bubo virginianus,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Strigiformes
MH170234,86,West Nile virus,USA,CO,Fort Collins,bird,pica hudsonia,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Passeriformes
MH170235,7,West Nile virus,USA,CO,Weld County,mosquito,,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",,
MH170236,86,West Nile virus,USA,CO,Weld County,mosquito,,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",,
MH170237,10,West Nile virus,USA,CO,Larimer County,mosquito,culex pipiens,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170238,18,West Nile virus,USA,CO,Fort Collins,bird,turdus migratorius,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Passeriformes
MH170239,1,West Nile virus,USA,CO,Weld County,mosquito pool (50),culex tarsalis,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170240,50,West Nile virus,USA,CO,Larimer County,mosquito,culex tarsalis,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170241,1,West Nile virus,USA,CO,Weld County,mosquito pool (33),culex tarsalis,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170242,91,West Nile virus,USA,CO,,mosquito,,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",,
MH170243,86,West Nile virus,USA,CO,Weld County,mosquito pool (50),culex tarsalis,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170244,1,West Nile virus,USA,CO,Weld County,mosquito pool (29),culex tarsalis,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170245,25,West Nile virus,USA,CO,Larimer County,mosquito,culex tarsalis,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170246,25,West Nile virus,USA,CO,Weld County,mosquito pool (5),culex tarsalis,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170247,83,West Nile virus,USA,CO,Larimer County,mosquito,culex tarsalis,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
